#Distance    Count
0	1
12	1
14	4
16	53
18	447
20	2115
22	8883
24	25971
26	58550
28	101047
29	4
30	134227
31	21
32	139728
33	16
34	112920
35	7
36	72351
37	5
38	33780
39	3
40	12212
42	3663
44	682
46	233
48	16
